messages,label,sentiment_label
درختا دارن شکوفه میزنن ما داریم خشک میشیم,2020,Neutral
"روزنامه گاردین گزارش داده که یک نوزاد تازه متولد شده در بریتانیا مبتلا به ویروس جدید کرونا بوده است.
مادر این نوزاد با علائم سینه‌پهلو به بیمارستان رفته بود و مشخص شده که او هم مبتلا است.
هنوز روشن نیست که ویروس در طول حاملگی به جنین منتقل شده یا اینکه حین زایمان.",2020,Neutral
فتح الله‌زاده از سمت خود در باشگاه استقلال استعفا کرد,2020,Neutral
عکس این نونایی که خونه پختینو اگه رضاشاه زنده بود میدیدش مینداختتون تنور.,2020,Neutral
احتمال تعطیلی مترو تهران وجود دارد,2020,Neutral
اینجا پالرمو است در جنوب ایتالیا. دی‌جی داره از تراس خونه‌اش محله رو تامین می‌کنه. یه ایتالیایی هیچ وقت آروم نمی‌گیره :))))),2020,Neutral
الان همه دوس دختر دوس پسرا دارن به هم تكست ميدن كاش باهم قرنطينه ميشديم بعد همينا پس فردا ازدواج ميكنن بعد يه هفته قرنطينه ميرن طلاق ميگيرن,2020,Neutral
وقتی دستمال کاغذی از پول با ارزشتر میشه,2020,Neutral
"ما بیشتر از اینکه به قرنطینه‌ای برای زنده موندن نیاز داشته باشیم، به یک قرنطینه‌ی روحی و روانی نیاز داریم.
اصلا یک مدت بریم یک گوشه‌ای و سرمون توی کار خودمون باشه و اینقدر روح هم رو خراش نندازیم، سلامت روانی به اندازه‌ی سلامت جسم مهمه! نیست؟",2020,Neutral
,2020,Not Available
توقف کلیه فعالیت‌ها و عملیات ساختمانی تا پانزدهم فرودین ماه,2020,Neutral
"کورونا وائرس 😂😂😂😂😂😂😂
-
× • مسٹنڈا •×",2020,Positive
"یه جوری میگن خونه موندیم چاق شدیم انگار روزای عادی هر روز کوهنوردی میکردن
۴ تا پله مترو بالاپایین رفتن که این حرفا رو نداره",2020,Neutral
موافقت‌ تیم‌های لیگ برتر فوتبال انگلیس با اعلام لیورپول به‌عنوان قهرمان؟/ احتمال برگزاری مسابقات فصل آینده با 22 تیم,2020,Neutral
,2020,Not Available
"‏کرونا کاری کرده که آدم ترجیح میده باسنش بِخاره ولی صورتش نه.
",2020,Neutral
دوستم عطسه کرده گفتم دستتو بگیر جلو دهنت، میگه رو به دیوار عطسه کردم مشکلی نیست. راستم میگه بدبخت، ویروس میرسه به دیوار میگه ای بابا اینجا رو کِی دیوار کردن اه، بعدم همونجا میشینه تا بمیره.,2020,Neutral
‏تنها یک ساعت از اعلام تعطیلی و قرنطینه عمومی در دانمارک گذشته بود که این شادترین مردم متمدن و قانونمند دنیا این چنین به فروشگاه ها حمله ور شدند! و این در حالی رخ داد که دولت به مردم در مورد عدم کمبود غذا و دارو و خدمات آنلاین فروشگاه ها در تمام مدت قرنطینه اطمینان داده بود!,2020,Neutral
‏با قرآن رفتم تو داروخونه به یارو گفتم دستتو بذار روش بعد پرسیدم اتانول دارین؟,2020,Neutral
"بانک‌های خصوصی شیفت شدند
دبیر کانون بانکهای خصوصی گفت:
بانکهای خصوصی از ۲۵ اسفند تا ۱۶ فروردین به صورت کشیک فعالیت می کنند؛ به طوری که ساعت کاری  از ساعت ۸:۳۰ تا ۱۳ در ایام غیر تعطیل و از ۹ تا ۱۲:۳۰ در بقیه ایام خواهد بود",2020,Neutral
تمام پروازهای جزیره قشم از ۲۷ اسفندماه لغو می‌شود,2020,Neutral
‏بدی درس دادن تو تلویزیون اینه که اگه یکی حواسش نبود، دیگه نمیتونی گچ رو پرت کنی طرفش و بگی الان من چی گفتم؟,2020,Neutral
"‏این دوران تلخ کرونا هم میگذره، اما آشغالی که الکل و ژل ضدعفونی تقلبی میفروشی،،،، خواستم بگم :
هم به لقمه‌ای که بابات بهت داده شک کن،،،،
هم به نطفه‌ای که تو شکم مادرت بسته شده....
هر دوش قطعا حروم بوده...",2020,Neutral
🔴 تعطیلی ادارات آبادان و خرمشهر از روز دوشنبه به خاطر کرونا,2020,Neutral
"‏آمار ورود گردشگر در تایلند به حدی کاهش داشته که میمون‌ها هجوم آوردن داخل شهر تا غذا پیدا کنن!😐
هرکی هستی اون جومانجی رو زودتر تمومش کن تا یه گله اژدها حمله نکردن بهمون لنتی",2020,Neutral
"از این پس به جای واژه‌ی بیگانه‌ی قرنطینه به پاسداشت زبان فارسی، از واژه‌ی 
تمرگینه استفاده کنیم!😂",2020,Positive
"باور غلط گرما شمار زیادی مسافر را به منطقه سیستان سوق داده است
باور غلط مردم مبنی بر اینکه گرمای هوا ویروس کرونا را نابود می‌کند شمار زیادی مسافر را به منطقه سیستان سوق داده به طوری که باعث افزایش موارد مثبت ویروس در این منطقه شده است.",2020,Neutral
معاون وزیر بهداشت: حدود ۲.۱ درصد، یعنی حدود ۱۷۵ هزار نفر از ۷.۵ میلیون ارزیابی، دارای علائم بیماری بوده‌اند که ۲۲ هزار و ۵۰۰ نفر از آنها به پزشک معرفی شده‌اند.,2020,Neutral
‏مامانم به یه‌جور ترکیب ضدعفونی‌کننده دست پیدا کرده که باهاش جمال‌خاشقچی خدابیامرزو حل کردن,2020,Neutral
"امروز بابام اومد خونه ديد من رو مبل نشستم، يكم نگاهم كرد بعد گفت زود باش بگو ببينم دخترم كو؟! 
هرچقدر توضيح دادم كه بابا جان من دخترتم قبول نكرد و گفت از خونه ى من برو بيرون، دختر من سبيل نداشت :|| خب تقصير من چيه كه آرايشگاها تعطيله آخه",2020,Neutral
تا وقتی حواست پرته و به کرونا فکر نمیکنی چیزیت نیست اما کافیه یبار بهش فکر کنی تموم علائم بیماری یهو ظاهر میشه,2020,Neutral
ترامپ شهروندان انگلیس و ایرلند را نیز از سفر به آمریکا منع کرد,2020,Neutral
اولین باره حرکاتی سرشار از شادی منو از تهِ دل غمگین تر کرد...,2020,Neutral
"تعداد فوتی‌های کرونا ویروس در کشور ایتالیا، با 175 نفر افزایش طی ۲۴ ساعت گذشته، به 1441 نفر رسید.
تعداد مبتلایان به کروناویروس نیز به 21,157 نفر رسید.",2020,Neutral
یعنی قبل از کرونا هم همین اندازه سروصورت مون می خارید؟,2020,Neutral
‏طرف نمیتونه به گوگل ثابت کنه که ربات نیست اونوخت میره دایرکت دخترا  میگه :,2020,Neutral
مرز رسمی پرویزخان بسته شد,2020,Neutral
جوری که کرونا وارد مرزهای ایران شد😂,2020,Positive
آخرین شنبه سال هم تموم شد و من هنوز از این شنبه شروع نکردم,2020,Neutral
فرماندار کرج: برخی هنوز هم خطر جدی کرونا را باور نکرده‌اند,2020,Neutral
"‏یک نفر که در شمال ایتالیا تنها مورد گزارش شده ابتلا به کرونا در روزهای اول شیوع بوده،
با مراجعه های مکرر به مراکز درمانی و حضور در اجتماع باعث انتقال کرونا به ۱۰۳ نفر دیگه هم شده بوده! 
که گویا نصف اون تعداد فوت کردن!",2020,Neutral
"🔴هشدار
لطفا این فیلم رو انتشار بدید تا این افراد نتونن کلاه کسی رو بردارند.",2020,Neutral
تعطیلی تمامی مدارس و دانشگاه‌ها در مصر,2020,Neutral
"محققان هلندی مدعی کشف پادتن ویروس کرونا شدند
این کشف در صورت تایید به تولید داروی آنتی ویروس منجر می‎شود و به افراد کمک می کند تا ابتلا به ویروس را در خانه تست کنند.",2020,Neutral
من مطمئنم اگه یه روزی گوشی های موبایل قابلیت اینو پیدا کنن که باهاشون حرف بزنی و دردو دل کنی وسط درد و دلات یه دفعه گوشیه میگه: این که چیزی نیست داداش من یه بار یه درصد شارژ داشتم,2020,Neutral
اوضاع زن و شوهرا تو قرنطینه😂,2020,Positive
داشتیم تو خونه بازی لب‌خونی می‌کردیم نوبت بابام شد هرچی بهش ‌گفتیم با ماسک نمی‌شه می‌گفت نه خطرناکه.,2020,Neutral
رئیس اورژانس فارس:,2020,Neutral
"‏شما هم قوی هستید و هم از بیماری و مرگ نمی ترسید، ولی حق ندارید کس دیگری را بیمار کنید و بُکشید...
",2020,Neutral
"‏آقای صدا و سیما خیلی راحت میگی کرونا بیشتر سالمندان رو میکشه نگران نباشید؟یک لحظه فکر نمیکنی که این سالمندان والدین ما هستند؟کی دوست داره پدر و مادرش بمیرن ولی خودش زنده بمونه؟
به قول ما گیلکها:
حرف زدن نونی 
تام زدن که دونی
ترجمه:حرف زدن بلد نیستی ساکت بودن رو که بلدی",2020,Neutral
🔴مشگین‌شهر اردبیل قرنطینه شد  ,2020,Neutral
آیا منجمد کردن باعث از بین رفتن ویروس کرونا می‌شود؟,2020,Neutral
🔴 پاساژها و مجتمع های تجاری ایلام تعطیل شد,2020,Neutral
تکذیب خبر کاهش سقف برداشت از خودپرداز,2020,Neutral
قرنطینه خانگی داره استعداد هارو شکوفا میکنه😂,2020,Positive
"‏میخواستم از عابر بانک پول بگیرم حواسم رفت سمت پیرمردی که دستفروش بود وخنزر پنزر میفروخت 
یه بنده خدایی بهش گفت پدرجان کروناست برو خونه 
گفت باید یه پولی توی جیبم باشه توی عید /:
اون فرد بهش گفت کل بساطت چقدره ! 
گفت ۵۰۰ 
۷۰۰ شمرد داد بهش گفت برو خونه با بساطت خطر داره پدرم.
انسانیت همیشه زیباست.",2020,Negative
"‏سرفه م گرفت بابام گفت : کی فکرشو میکرد یه روزی ادم بخواد جیگرگوشه‌ی خودشو از پنجره پرت کنه پایین 
میخواستم سیگار بکشم که توجیه شه سرفه م بخاطر سیگاره
ولی این سری دو تا دلیل برای پرت کردنم داشت",2020,Neutral
مدیر بازرسی و نظارت اصناف سمنان: ,2020,Neutral
"‏الان از مادربزرگم پرسیدم که جوونیاتون که برق و اینترنت نبود،همه‌اشم تو خونه بودین،وقتتون رو چطوری سپری میکردید؟
مادربزرگم گفت مگه نمیبینی که ۷تا عمو داری ۸ تا عمه",2020,Neutral
اسپانیا به مدت 15 روز حالت فوق‌العاده اعلام کرد,2020,Neutral
"‏چرخه کرونا:
رفتن کرونا ب فاضلاب
نفوذ کرونا در ابهای زیر زمینی
بیرون اومدن کرونا ب صورت چشمه و قنات
تبخیر کرونا
ابرشدن کرونا
بارش بارون با کرونا
نشستن کرونا بر سطوح
شستن دستهای کرونایی",2020,Neutral
اوضاع هی داره وحشتناک تر میشه دانشمندا کشف کردن ویروس کرونا میتونه تا چند ساعت توی هوا معلق بمونه احتمالا چند وقت دیگه خبر میدن ویروس کرونا توانایی داره درِ خونه ها رو بشکنه بیاد توی خونه درِ قابلمه رو باز کنه ته دیگ سیب زمینی ها رو بخوره!,2020,Neutral
حاجی ببین وضعیت به کجا رسیده فقط :)))) ,2020,Neutral
"‏حتی مولانا هم در ایام قرنطینه بی‌اعصاب می‌شده، ما که جای خود داریم: 
تا او نشود با من هم‌خانه و هم‌خوابه!",2020,Neutral
بزرگترین دلخوشیمون این بود که مردا صبح می‌رفتن شب میامدن که کرونا اونم ازمون گرفت...😂😂😂,2020,Positive
جواب آزمایش کرونای ترامپ منفی اعلام شد,2020,Neutral
داشتم از تلویزیون آموزش آنلاین درسم رو نگاه می‌کردم هرچی از معلم اجازه گرفتم برم دست‌شویی جواب نداد، آخرش رو مبل شاشیدم.,2020,Neutral
سال ۹۸ این‌گونه گذشت,2020,Neutral
هرجا می‌ری نوشتن لطفاً نظافت رو رعایت فرمائید، آخه ما دیوانه ایم اگه نمی‌نوشتن تو شلوارمون می‌ریدیم.,2020,Neutral
۹ روز روی سطوح خارجی منتظر میمونی یکی بیاد بهت مبتلا شه؟ غرورت کجا رفته؟,2020,Neutral
"این قضیه کرونا خیلی خیلی جدیه
تو رو خدا بمونید خونه که مثل این دوتا نشید ",2020,Neutral
"این جمله که «فلان موضوع خنده‌دار نیست» اشتباهه
کسی نمی‌تونه برای ناخوداگاه دیگری تصمیم بگیره که چی خنده‌داره چی نیست
هر چیزی می‌تونه برای یک نفر خنده‌دار باشه غیر از استنداپ حسن ریوندی",2020,Neutral
"رفتارشناسان دانشگاه سیدنی میگویند افرادی که زود عصبانی میشوند و اخلاق تندی دارند معمولا بسیار با انصاف و حساس هستند
 این اشخاص به جزئیات بسیار دقت میکنند و حافظه ی خوبی دارند",2020,Neutral
توی گلوی سعید راد یه مهدی فخیم‌زاده کوچولو زندگی می‌کنه.,2020,Neutral
تنها کسی که تو زندگی منتظرم موند ویروس کرونا رو سطوح‌ خارجی بود,2020,Neutral
من هنوزم موقع خوندن استوریای هانیه توسلی نور گوشیمو زیاد میکنم,2020,Neutral
"یادش بخیر پارسال نهایت دغدمون این بود که بمونیم خونه کرونا نگیریم
(زمستان سال ۱۳۹۹😂) ",2020,Positive
کارد بزنن بهمون مایع ضدعفونی میزنه بیرون,2020,Neutral
حالا خداروشکر ما پسرا به بوی وایتکس عادت داریم زیاد اذیتمون نمیکنه.,2020,Neutral
‏پیشنهادم به متاهلا اینه که از الان برن بیمارستان واسه آذر و دی سال بعد نوبت بگیرن که یه وقت با مشکل روبرو نشن😂,2020,Positive
‏آهای کسانی که ۶۵ تا صابون و ۹۷ تا ژل ضد باکتری خریدین، می‌دونین برای اینکه کرونا نگیرین بقیه هم باید دستاشون تمیز باشه؟ ‎,2020,Neutral
"رونالدو تمام هتلهای خودش رو به بیمارستان مخصوص کرونا با درمان رایگان تبدیل کرده و حقوق کادر درمانی و هزینه داروها رو هم پرداخت میکنه
قابل توجه سلبریتی‌های وطنی جهت یادگیری روش صحیح کمک به مردم",2020,Neutral
تنها کسی که تو خونه حوصلش سر نمی ره ...😂😂😂,2020,Positive
حالا که دست زدن به سطوح یکی از مهمترین راههای انتقال ویروسه فرصت خوبیه تا یاد بگیریم اشیاء رو فقط با خیره شدن بهشون جابجا کنیم.,2020,Neutral
"دستور استاندار خوزستان برای مبارزه با کرونا
ورودی‌های خوزستان به صورت کامل بسته شد
تعطیلی همه بازارها و مراکز خرید",2020,Neutral
"🌱 مزرعه سبز عارف🌱
🌱 نهال پالونیا گونه فورتونی مناسب ارتفاع 1600 متر از سطح دریا
🌱 حدود 830 اصله برای یک هکتار
🌳 🌳 کیسه نهال و ریشه لخت از نیم متر تا 1.5 متر موجود است🌳 🌳
فروش مستقیم از مزرعه سبز عارف
021  28  42  87  11
0912  095  87  11
",2020,Neutral
"یه سری عکس از اینستای یه متخص زنان داره تو کانالهای تلگرامی دست به دست میشه و در توضیحش اومده ""اولین سزارین مادر کرونا مثبت شهر بوکان"" و کلی هم تحسین و تشکر
یادمون باشه چون شرایط سخت و خاصه باعث نمیشه که بتونیم حریم خصوصی بیمار رو نقض کنیم و تو اتاق عمل ازش عکس بگیریم و پخش کنیم",2020,Neutral
همتی، رئیس بانک مرکزی: در مورد چک‌هایی که از اول اسفند تا آخر اردیبهشت برگشت می‌خورند، خدمات بانکی برای آن‌ها متوقف نمی‌شود.,2020,Neutral
چند باشگاه خواهان تعطیلی کامل این دوره لیگ برتر  فوتبال شدند,2020,Neutral
سازمان بهداشت جهانی اعلام کرد که منبع ویروس کرونا هنوز مشخص نیست و نباید بدنام سازی کرد.,2020,Neutral
لابه لای تکریم کردن ها و بت ساختنتون از پزشک ها خواستم یادآوری کنم این جماعت همونان که تو شرایط عادی تا پول نداشته باشی نگاهم نمیکنن بهت ,2020,Neutral
آزمایش موفقیت آمیز واکسن کرونا روی موش‌های آزمایشگاهی,2020,Neutral
"سخنگوی وزارت بهداشت خبر داد:
قم: 84
گیلان: 43
اصفهان: 126
البرز: 67
مازندران: 72
مرکزی: 0
قزوین: 22
سمنان: 41
گلستان: 25
خراسان رضوی: 143
فارس: 9
لرستان: 52
آذربایجان شرقی: 36
خوزستان: 32
یزد: 36
زنجان: 32
کردستان: 27
اردبیل: 0
کرمانشاه: 13
کرمان: 7
همدان: 11
سیستان و بلوچستان: 6
هرمزگان: 7
خراسان جنوبی: 18
خراسان شمالی: 6
چهارمحال و بختیاری: 0
ایلام: 18
آذربایجان غربی: 18
کهگیلویه و بویراحمد: 1
بوشهر: 6",2020,Positive
"چرا تهران قرنطينه نمي‌شو‌د؟
شهردار تهران؛ امکانات نداریم
در زماني كشور وارد موضوع كرونا شده كه تحت تاثير تحريم شديد است.
در شرايط عادي و خوب اقتصادي ميتوانستيم اعمال قرنظينه کنیم اما پلن‌هاي بعدي قرنظينه مثل تامين مايحتاج و جبران خسارت امكان اجرا در كشور ندارد و به همين دليل قرنطينه نميكنيم.
با رييس جمهوري ديروز دو ساعت راجع به اين موضوع صحبت شد.
تحريم هاي ظالمانه سبب شده خيلي از اقدامات را نتوانيم انجام دهيم. اين تحريم ها انساني نيست و در بحث جان انسان‌ها نباید تبعیض قائل بود.",2020,Neutral
"ضدعفونی خیابان ستارخان تهران توسط آتش نشانان
بخارات هیپوکلرید برای سلامتی ریه و پوست مضر است ولی آتش نشانان با وجودیکه سلامتی خودشان نیز در خطر است دست از کار نمی‌کشند.",2020,Neutral
"""ارغوان
این چه رازیست که هر بار بهار
با عزای دل ما می‌آید؟""",2020,Neutral
یادش بخیر یه زمانی هم دم عید تو این کمد و اون کمد دنبال آجیل های شب عید بودیم ببینیم مادر کجا قایمشون کرده یه شبیخون بهش بزنیم,2020,Neutral
"درباره بیماری کووید۱۹ و ویروس کرونای جدید چه می‌دانیم؟
ماهیت ویروس‌ها
ساختار ویروس کرونای جدید
نحوه عملکرد در بدن انسان
نبرد سیستم ایمنی
علائم بیماری""",2020,Neutral
بیمار صفر کرونا رو توی چین پیدا کردن الان معلوم میشه حلیمو با نمک خورده کرونا گرفته,2020,Neutral
"دادستان عمومی و انقلاب بابل:
افراد حاضر در تجمعات چهارشنبه آخر سال ۱۴ روز قرنطینه خواهند شد.",2020,Neutral
این دیگه به هیچ وجه کرونا نمیگیره 😂😂😂,2020,Positive
هیچ نانوایی حق تعطیل کردن ندارد,2020,Neutral
"‏شاید چیز مهمی نیست ولی: این آخرین نوروز قرن چهاردهم است
",2020,Neutral
تلوزیون کم مونده بگه: نگران نباشید، کرونا فقط پدر مادراتونو می کشه، بعدشم که خونه مکان میشه عشق میکنید,2020,Neutral
"‏کی فکرش رو میکرد که آفتابه بشه مایه افتخار و فخر فروشی ما به خارجیا!
",2020,Neutral
وای وای رابطه‌اشون‌ رو ببین‌😍😍😍😍😍,2020,Positive
"بابام انقد با کنترل تلویزیون بدرفتاری کرده ما هروقت میخوایم شبکه رو عوض کنیم و کار نمیکنه بلند میگیم بابا بیا شبکه رو عوض کن،
بعدش کار میکنه",2020,Neutral
این تماس تصویری که پدر مادرا دارن این روزا کاربردشو خوب یاد میگیرن و ازش استفاده میکنن برای جهان بعد از کرونا یه تهدید جدی خواهد بود,2020,Neutral
دیگه داره عجیب میشه. میگن جلوی بیمارستان بوق نزنید. بعد میکروفون داخل بیمارستان؟,2020,Neutral
مسن‌ترین بیمار کرونایی ایران از بیمارستان مرخص شد,2020,Neutral
بابا اینقدر حسرت بالکن‌های ایتالیا رو نخورید، بالکن‌های ما پر از ماهی و کولی در حال سرخ شدنه.,2020,Neutral
,2020,Not Available
خب رقص ایرانی هم ثبت جهانی شد انگار ,2020,Neutral
هفته پیش تو اون سامانه وزارت بهداشت نوشته بودم تب و گلودرد دارم. امروز از مرکز بهداشتی که ته همون فرآیند معرفی شده بود تماس گرفتن حالمو پرسیدن.,2020,Neutral
"ولي بعدا براي نوه تون به هيچوجه اين قضيه كه ديديد از آسمون بادمجون باريد رو تعريف نكنيد. 
چون ميفهمه ديگه وقتشه شما رو بزاره خونه سالمندان",2020,Neutral
درمان هرگونه از افسردگی:))))) ,2020,Neutral
ولی با این گرمی خوردن و قرنطینه بودن نون چشم پزشکا برا دوران پَسا قرنطینه تو روغنه,2020,Neutral
"همسر نزار قبانی توی یک انفجار در بیروت کشته میشه!
نزار از دلتنگی براش مینویسه:
""بلقیس رفته بودی انار بخری؛ دانه‌هایت را آوردند...”",2020,Neutral
"از بیکاری این روزها، به کمک گوگل شغل جدید، خونه رویاهام، ماشین مورد علاقم و ویژگی‌های همسر مورد نظرم رو انتخاب کردم که اگر کرونا مارو ول کرد، تلاش کنم بعد عید به اینا برسم :)
از همه راحت‌تر انتخاب خونه توی سایت اینپین بود. برید توی گوگل سرچ کنید «اینپین» و خونه رویاهاتون رو پیدا کنید.",2020,Positive
بارش سیب در برخی مناطق تهران,2020,Neutral
نخست وزیر اسپانیا با اعلام قرنطینه سراسری اعلام کرد مردم حق ترک خانه جز برای کار با خرید غذا را ندارند.,2020,Neutral
(میدونم فیکه),2020,Neutral
گوه ميخوريد وقتي ميخوايد دير جواب بدين اصلا بهم پي ام ميديد,2020,Neutral
,2020,Not Available
درود به شرفت مرد👏,2020,Neutral
ناقلِ بی‌علامت؛ خجالت، خجالت.,2020,Neutral
🔴زمان جدید کنکورهای ارشد و دکتری اعلام شد,2020,Neutral
"آمار نهايى قربانيان الكل هاى دست ساز تا شامگاه ٢٥ اسفند
▫️استانهاى درگير :١٣ استان
خوزستان:٥١ نفر
▪️فارس:٣١
▪️تهران:٢٣
▪️البرز :١٥
▪️اردبيل:١٩
▪️مازندران:١٢
▪️اصفهان:٧
▪️كردستان:٦
▪️سيستان و بلوچستان:٥
▪️همدان:٤
▪️مركزى:٢
▪️هرمزگان:٢
▪️كرمانشاه:١",2020,Neutral
بعدا خواستیم اینارو به نسلای بعد تعریف کنیم باید همه رو باهم نگیم اینجوری قطعا فکر میکنن اسکلیم و دیگه جدی نمیگیرنمون,2020,Neutral
"‏رونالدو زن و بچش رو ورداشته برده تو یه جزیره. فکر کن هممون بمیریم و رونالدو نسل بشر رو ادامه بده و به نوادگانش بگه ما خفاش خوردیم از بهشت بیرونمون کردن. حالا بهشت همین گهیه که ما توشیم. 
بابام گفت اونو نخور اون واسه ضد عفونیه ها گوش نکردم.",2020,Neutral
اینجوری سورپرایزش کنید =))))),2020,Neutral
امیدوارم حمید هیراد حالش خوب بشه و بعد از بهبودی خوانندگی رو برای همیشه بذاره کنار.,2020,Neutral
‏يه چيزي كه تعطيل شد و هيچكس حتي متوجه نشد و حتى حرفي ازش زده نشد تعطيلي پخش روزنامه هاي كاغذي بود كه از پنج شنبه اجرا شد.,2020,Neutral
"۳۶۸ نفر؛ تعداد قربانیان تازه کرونا در ایتالیا طی ۲۴ ساعت گذشته
🔹مقامات ایتالیایی اعلام کردند که طی ۲۴ ساعت گذشته ۳۵۹۰ مورد ابتلای جدید به ویروس کرونا اعلام شده و مجموع مبتلایان به این ویروس در ایتالیا به ۲۴ هزار و ۷۴۷ نفر رسیده است.",2020,Neutral
‏اى بابا هميشه تا آدم ماشينو ميبره كارواش بعدش بادمجون ميباره,2020,Neutral
‏خبرنگاره از یارو که کچل بود پرسید: تو این وضع ‎کرونا چه اضطراری داشتی که اومدی بیرون؟! خیلی جدی برگشته میگه: شونه نداشتم، اومدم شونه بخرم و برگردم!,2020,Neutral
‏يكى از بدى هاى كرونا اينه كه ديگه وقتى براى بقيه چايى ميريزم نميتونم انگشتمو بكنم توش تا ببينم داغه يا نه :((,2020,Neutral
افزایش ساعت فروشگاه‌های پایتخت,2020,Neutral
برنامه دیشب علی ضیا وسط این جو‌ غم زده کرونایی  یکم حالمون رو عوض کرد,2020,Neutral
‏با این سرعتی که کرونا سرایت میکنه اصلا بهش نمیاد رو سطوح نشسته باشه، این مشخصه نیم‌خیز برداشته و آماده انتقاله.,2020,Neutral
"‏تنها‌خوبی کرونا این بود از دیدار تعدادی فامیل مصنوعی با خنده های مصنوعی و سوالهای تکراری راحت بشیم.
*بهــارمـ*",2020,Neutral
‏من هنوز امیدوارم که اون یه هفته ای که تو بهمن قفسه سینم‌ درد میکرد و سرفه خشک می کردم و بدن درد داشتم کرونا بوده باشه و رد کرده باشم!,2020,Neutral
مسافران ورودی به کیش قرنطینه می شوند,2020,Neutral
ساکنین اکباتان امشب دسته جمعی آهنگ ای‌ایران خوندن,2020,Neutral
‏رفتم لب پنجره عین بچه های اکباتان اواز دسته جمعی راه بندازم همه اومدن لب پنجره به یه شکلی نگام کردن اروم اروم اومدم خوابیدم زیر پنجره سینه خیز رفتم لامپو خاموش کردم,2020,Neutral
‏برداشتن تو اکباتان به تقلید از ایتالیا آهنگ و فلان و داستان :)) خب اوکی عب نداره.. ولی اون برای کشوریه که واقعا تو قرنطینه‌س.. خیابوناش خالیه.. نه برای شمایی که نصفتون تا نیم ساعت قبلش بیرون بودین :)))),2020,Neutral
تو اکباتان یه نفر ضبط رو گذاشته دم پنجره و ابی گذاشته. همه اومدن دم پنجره و دارن می‌خونن و جیغ میزنن. یه نفر هم داد زد گفت الان پلی لیست شاد میارم:)),2020,Neutral
‏80 درصد از همینایی که امشب تو اکباتان آهنگارو بازخونی میکردن فردا تو خیابونا ولو هستن، خلاصه اینکه از قرنطینه شدن فقط یچیزی شنیدن,2020,Neutral
‏حالا از فردا ملت پا میشن دسته دسته میرن اکباتان که بتونن جمع بشن با مردم اونجا همخوانی کنن استوری بگیرن بذارن,2020,Neutral
تمرین قبل همخوانی در اکباتان =))))),2020,Neutral
بخشی از همخوانی امشبِ ملت در شهرک اکباتان :))))),2020,Neutral
‏اگر اکباتان بودم جمع میکردم امشب میرفتم  از اونجا.,2020,Neutral
"‏ساکنین شهرک اکباتان با سختی فراوان خودشون رو ساعت ۲۱:۳۰ به خونه رسوندن و از پشت پنجره آهنگ ""ای ایران"" رو خوندن و بعد تموم شدنش دوباره به بیرون از منزل برگشتن
از هر چیزی فقط جنگولک بازیش رو دوست داریم، شرط شعر و آهنگ خوندن از تراس و پشت پنجره قرنطینه‌س",2020,Neutral
"‏پیرمرد۹۱ساله که با آسم و فشار خون و نارسایی قلبی از بیمارستان مرخص شده کرونا رو شکست نداده..
کرونا رو.. تحقیر کرده :)))",2020,Neutral
‏دنیا قشنگ‌تر میشد اگه نصف اونی که از کرونا وحشت داشتیم، از دروغ و ریا و خیانت ...!,2020,Neutral
یعنی چشمای آدم از کجا میفهمن صبحی که سرکار نمیری از اول وقت شروع میکنن به باز شدن ولی صبحی که میخوای بری سرکار اصلا باز نمیشن؟!!,2020,Neutral
"زلزله ۵.۴ ریشتری هرمزگان بدون تلفات جانی
خوشبختانه در زلزله بامداد امروز تلفات جانی در منطقه رویدر نداشتیم
به چندین واحد مسکونی خسارت وارد شده است، ترک خوردگی در برخی منازل روستایی منطقه رویدر آسیب های جزئی از ۱۰ تا ۵۰ درصد وارد شده است
این زلزله نیز سبب مصدومیت دو نفر شده است،  یکی از مصدومان به دلیل ریزش شیشه به مرکز درمانی رویدر انتقال داده شده و دیگری نیز بر اثر اضطراب ناشی از صدای ریزش صخره مداوا شد",2020,Neutral
قدیما یه سری از دوستان با ادکلنمون دوش می‌گرفتن، الان با ژل ضدعفونی و محلول الکلمون.🙂,2020,Positive
"استفاده درست و صحیح از ماسک و دستکش یکبارمصرف
حتما ببینید تا مثل من دیگه اشتباه استفاده نکنید",2020,Neutral
متاسفانه امسال به دلیل کرونا نفت ملی نمی‌شه ,2020,Neutral
کرونا یکم دیگه ادامه داشته باشه هر خانه را یک نانوایی و هر مادر را یک شاطر میکنیم,2020,Neutral
شبکه٣ نزدیک یکماهه که داره تیزر فیلم سینمایی های خفنو نشون میده ولی هیچکدومو پخش نمی‌کنه، فکر کنم فقط میخواد بگه ببین، ماهم ازینا داریم,2020,Neutral
"رفتم اهدای خون دکتره ازم پرسید رابطه ی جنسی پر خطر داشتی؟ گفتم نه
‏گفت رابطه ی جنسی چی؟
‏گفتم نه
‏گفت رابطه چی؟
‏گفتم نه
‏گفت ر، بلافاصله گفتم نه
‏گفت عزیزم نه چیه میخوام بگم ریدم تو زندگیت.",2020,Neutral
"يبارم يه گدائه تو خيابون بهم گفت آقا در حد توانت بهم کمک کن.
یه پونصدي بهش دادم، گفت ریدم تو توانت. دیوث بی ادب",2020,Neutral
"يه ضرب المثل كرونايى هم هست كه ميگه:
چه ساده از دنيا دست شستند،آنان
كه دستهايشان را خوب نشستند...",2020,Neutral
واسه همین چیزاست که من عاشق این مردمم :)))))))))))))),2020,Neutral
