Word,Count
۱۰-۱۱,1
کیس,1
بخشها,2
عفونت,3
نحوی,3
رسانی,11
خوراکی,5
منجر,4
می‌گن,12
وایرس,2
آندرستند,1
مرتب,5
جعبه,4
میخها,1
پذیرای,2
سلطان؟,1
فوج,2
سنترال,1
دامغانو,1
ببینن,8
هم‌اکنون,3
نوروزی،,1
میهمانان,1
هیچگونه,3
سرویس‌دهی,1
نظیر,1
کمپ‌ها,1
پذیرفت,2
ترددی,1
می‌گردد,1
مفرحی,1
تونید,1
فامیل,25
۷/۳۰,1
صبحه،,1
اولش,6
معلومه,10
بدجور,2
اذیتمون,2
الاجرای,1
تعیین,7
اخبار,21
تفاوت,6
مختلف،,1
موضوعیت,1
دستگاه‌ها،,1
موظفند,1
مطابق,1
خدمت,7
اهتمام,1
پیش‌بینی,5
اولویت‌های,1
ابلاغی,2
مرخصی,3
استحقاقی,1
کارکنان،,1
چارچوب,3
تسهیل,1
ویدیویی,4
دبی,2
آمدترین,1
حوصلتون,3
رفته؟,2
محله‌های,1
می‌کنیم،,2
عکس‌,2
پنت,1
هاوس‌ها,1
می‌بینیم,3
ملت‌های,4
2020,11
تیر,5
باشد،,3
زودی,8
اوایل,5
تکلیف,3
بیشعوری,6
غیرقابل,1
درکه،,1
راهداری,2
کندوان,3
شمال،,3
برنگردی,1
ارس,3
بخشنامه,3
میراث,1
فرهنگ،,1
گردشگری,3
صنایع,2
دستی,5
ارس،,1
بدیهی,1
مبالغ,3
افرادی,16
رزرو,4
کسر,3
جریمه,16
عودت,1
فارس,20
نمی‌پذیرد,1
‏هموطن,2
خودت,35
خانوادت,1
چی‌کار,2
خونت,4
مایحتاج,3
ضروری,11
شدیدترین,1
موازین,1
نرو,9
حوصلت,1
بچت,2
بوم,5
٢٠,2
واکسن,39
علیه,11
نزدیکی,1
رسیده,16
بلندگوها,1
تشويق,1
ميكنند,1
امن,4
مواقع,2
نروید,3
هواپیمایی،,1
می‌بایست,1
دهلی,1
باشند,7
تلگرام,18
ایموجی,3
😍,4
‏🔴خبر,1
فردا؛,1
پیرو,3
ممانعت,1
اتومبیل,2
بومی,6
شمالی،,1
۴۶-۵۶-۶۲-۷۲-۸۲,1
کامکار,1
جاده‌های,5
قرنطینه؛,1
افزود,2
مهار,4
انتظار,12
هم‌میهمان,1
درک,12
دشواری,1
سخت،,1
آزادراهی,1
گیت,3
عوارضی,6
پوز,1
نصب,12
‏شماها,3
نمیدونید,2
باور,18
یانگوم,1
ترکیبی,5
اَشَقه,1
ترب,2
مخصوص,6
‏🔴,1
عدم,7
۲-,4
◽️قرنطینه,8
۳-,3
۴-,3
۵-,3
۶-,2
۷-,1
۸-,1
۹-,1
۱۰-◽️تقویت,1
موافقت,3
یارانه,7
بنزینش,1
قطع,22
میدم,17
برمیگردن,6
سکنه,1
‏پشت,1
تلفن,8
جاده‌ها,2
بستن,7
مشت,4
گاو,11
اره,5
برگشتیم,1
خونه😑,1
مسافرین,3
استان‌های,5
خودرو,16
پلاک‌,2
شامل,4
تهران،,5
طور,11
شاغل,3
خروج,11
میرید,5
مسافرت،,1
خودکشی,4
بذارید،,1
درارو,1
دستگیره,2
نجاتتون,1
نگیرن,3
‏آدمیزاد,1
فکرمیکنه,1
ست،,2
حادثه,4
اخباره،,1
روانشناسا,4
ذهن,5
استثنا,4
پندار,4
معتقدیم,1
ینفر,3
خریدنکنم,1
فایده,5
گذاشتم,16
عمونادر,1
عمرم,5
الکیه،,1
می‌خوان,3
من‌به,1
گروهک,1
ش.ض.ک,1
آرپی‌جی,1
پشمام,6
روایت,10
تصویر,16
احداث,1
لاکان,1
‏مامانم,10
پرشین,1
گات,2
تلنت,2
یهویی,4
اعصابش,2
مهناز,1
افشار,1
عنم,1
نمیاره,2
بلده,2
نهنگ,1
عنبر,1
میر,2
می‌برمشون,1
بویراحمد,12
اصلی,11
اصفهان_یاسوج,1
شیراز_یاسوج,1
مناسبی,2
ندارند،,1
جمعه‌های,1
خوبیای,2
میتونی,12
غذات,1
پیاز,8
سیرترشی,1
مطمئنم,17
مونثه,2
عرض,10
تیکه,6
و‌,15
ات,7
بیچاره,6
آخرشو,2
😂😂‎‌‌‌‌‌‌,2
تهوع,2
میگ,5
چ,2
کرد؟,3
عقاید,1
‏تنها,15
اينه,6
ورودي,1
سيم,2
خاردار,1
مسافرا,3
سينه,1
خيز,1
خاردارارو,1
دريا,1
برسن,2
‏وقتي,2
دعوا,15
ميگه,5
اوكي,1
بخوابيم,2
شب,81
يعني,3
نبايد,2
بخوابم,11
توضيح,4
بفهميد,1
شایعات,1
گرمیجات,2
سبد,4
سالمندان,9
حذف,20
شما،,1
عزیزی,2
عزیزانی,2
داده‌اید,1
بشدت,2
غمگین,6
آرزو,6
میگرفتید,1
گشت,3
آمدید,2
دادید,3
نمی‌شدید,1
عزیزان,4
نمیدادید,1
برگشتید,1
میتوانید,1
لطفاً,4
نشینی,2
لیتر,8
عفونیه,2
بشکه,19
😷,2
انتقام,5
گرفت😂,1
چیکارت,1
ساسی,6
اطاق,1
خورِ,1
خل,1
بابات,10
یادت,6
بخواب,5
آشغالا,2
لالا,1
مظلومیت,2
مردا,8
خرید،,1
اونوقت,15
خانوما,4
یکم,30
معرفت,3
گذاشته,29
بالشتم,2
کسب‌وکار,1
بابت,11
ناچار,1
تعدیل,1
ضمن,7
اخراج,4
بمونن,4
خونه‌هاشون,2
عطاران,3
میخره,2
بدتر,5
دستگیره‌های,1
مسعود,1
پژوه,1
زندگیتون,4
ساقه,2
طلایی,4
بستش,1
پذیرایی,9
اعتماد,9
نفس,15
باشین,6
واضح,3
بمونيم,1
جدي,1
بگيريد,1
نيستيد,1
افرادي,1
سيستم,2
ايمني,1
بدنشون,2
ضعيف,1
بقيه,8
‏چرا,4
رب,2
گوجه,4
خریدین,1
نمیخرین,1
تفت,1
بریزین,2
عدس,2
پلو؟,1
بخندیم😂,1
ستاره,6
ما؛,1
نیکی,1
هرلحظه,1
می‌شن,3
‏هنوز,1
ماچ,4
روبوسی‌ها,1
روبوسی,5
امسالم,2
طریقه,2
هپلی,1
دفتر,4
بنده‌خدا،,1
رفتی,7
کفشاتو,1
کفشی,1
بالکنی,1
بذار،,1
میگه؛,2
له,1
نمیشن,3
ببین،,2
بزن,15
ایه؟,1
دستشویی,18
جذابه,5
مرد،,4
ریدیم,1
نميكنم,2
نميزنم,1
بشين,1
بمون,3
ميشورم,2
بيين,1
بیل,4
گیتس,2
جنگ,20
بشر,9
تهدید,6
ویروسهای,1
⚠️هشدار,1
داروخانه،,1
دقیقه‌ای,1
معطل,1
ویتامینD,3
میخریدن,1
ويتامينD,1
شوخي,1
نيست،,2
ويتامينC,1
نيست,6
اضافه‌ش,1
بشه،,9
کلیه‌ها,1
بندازه,4
خواهشا,2
ور,9
نیافتید,1
هفته‌ای,4
نمیافته،,1
بدید,13
سطحش,1
بخورید،,2
زیادش,1
زیادی,9
کارت‌خوان,1
نمی‌کنند؟,1
مالیاتی,1
محکوم,3
آذربایحان,1
غربی,14
همت,5
مو,12
میرزاکوچک‌خان,1
جرات,4
سلمونی,4
دهیم,5
مهر,4
میهن,2
خویش,1
دفترچه‌های,1
برگه,2
سفید,18
بسیار,15
یکبارمصرف,2
مساجد,3
کووید19,49
مستاجر‌هاتونو,1
باشید؛,2
بیشترشون,1
کارشون,6
اندازی,3
باشن،,1
صرف,3
خورد,20
خوراک,3
میشه❤️,1
برگردیم,14
دوره,19
سرفه‌هامون,2
هست،,6
ناهار,11
نمیخوره,4
ساعته,10
منتظره,5
نباشی,2
دلاور،,1
خداقوت,1
پهلوان,1
چین؟,1
گلبول,2
سفیدش,2
همسن,3
منن,1
دزفولیمون,1
دکترا,2
کارتخوان,2
الانم,10
نیستن,4
فداکاری,1
اینا،,2
بهره,1
میبرن,4
بانک‌های,4
خصوصی,10
موسسات,1
اعتباری,2
میدونید,5
عربستان؟,1
کعبه,2
خلوت,1
بنوشه,1
زندگیمو,2
سِیو,1
21,8
سرنشین,1
تائید,2
می‌دونین,3
quarantine,1
اینه؟,2
قدیم,5
مریضی‌ها,1
خانه‌نشینی,1
ایزوله,1
چهل,5
می‌گذشته,1
Quarante,1
Quarantine,1
نوعی,3
چله,1
چله‌نشینی,1
لذا,2
بمونین,3
موسکو,1
نمیمیره،معاف,1
رزم,1
شمالی‌های,1
پاشید,4
نمیشیم,2
ویس,3
لو,8
تیچر,1
گروه‌های,2
ماکو,1
بست,8
مستقل,2
بشم,10
لباساتو,1
عین,12
فیلما,3
کمدمو,1
لباسارو,2
پرت,18
چمدون,1
حیوون,3
لباسای,5
طنابو,1
کتکم,1
جنوبی؛,1
۲۵۰۰,2
دلاری,3
بیخیال,4
شیراز,12
شبونه,1
😐😐😐,4
میخوابه,3
هرکول,1
قوانین,5
▫️,9
زننده,2
ضربات,1
ضربه,4
توپ,9
بزند,1
تعویض,2
نامحدود,1
سرمربی‌ها,1
وقوع,4
زرد,8
مدتی,4
کمپانی,1
ودکا,1
مشتریان,1
دست‌های,1
محصولات,6
زیرا,2
محلول‌هایی,1
می‌شود،,3
۶۰درصد,1
به‌کار,1
درحالی,3
۴۰درصد,1
بدنت,2
دستاتو,5
می‌گم,6
ببخشید,5
نمی‌تونیم,2
واست,1
بگیریم،,1
شانس,8
پسرم,8
نمی‌شدی,1
جوانان؛,1
بیماران،,38
خوابگاه,4
استانها,1
اختیار,5
گروه,33
شکار,5
سازماندهی,1
دارک,1
مهره,2
کتابخونه,1
گوشیم,7
نصبه,1
مانکن,2
اسکن,1
سردفتر,1
تایید,5
نهایی,16
اسناد,3
اتمی,6
فناوری,5
نطنز,1
رسوندن,2
می‌میرد,2
بگیرد,4
خریدهایی,1
ورثه,1
نسلی,1
سالی,12
پدیده,1
انقلاب,6
نتونستن,2
بکنن,7
مغولها,1
قاطعیت,1
ریدم,6
‏سازمان,2
دونفره,1
دلایلی,2
چهارنفره,1
بتونین,1
شلم,2
خفه,5
افسردگی,6
نشین,4
اخر,10
ببینید😂😂😂,1
کلاس‌هارو,1
کال,18
نمیدن.فکر,1
آرایش,9
بشینی,3
خواستید,2
همدیگرو,6
بغل,15
هیکل,2
بپرید,1
مسلسل,1
کسایی,12
رگبار,2
ببندم,3
ریزش,6
کوه,12
گيگ,2
اينترنت,4
رايگان,4
وايفاتونو,1
بردارين,1
وايرلس,1
كارو,1
كردم,4
همسايه,2
روبرويى,1
مودم,1
وايفاى,2
جديد,5
خريده,2
اندازى,1
يواشكى,1
وايفاشو,1
برداشتم,4
كانكت,1
ووهان,7
اپلیکشن,1
DingTalk,1
تحصیل,6
اپ,7
دانلود,11
رنکش,1
4.9,1
1.4,1
استور,1
دادستان,4
انسداد,1
چالوس/,1
ترددها,1
دهند,4
صرفا,4
محلی,3
مقدور,1
می‌خواهیم,1
مسیر،,1
کادو,5
ولنتاین,1
دوستام,7
اسکرین,5
منتظرم,7
پدر،,1
باباهاشون,1
بفرستم,1
واسشون,3
‏سال,8
میموندیم,1
نمیومدیم,1
میمونیم,1
نمیریم,1
اتفاقی,11
میافته,2
دَر,1
زندگیمون,8
اومدی,5
بردن,8
نمیگه,3
ندارم,22
ندارم،,2
بزنن,15
بترکونن,1
‏جوابِ,1
منی,3
اماره,1
لوامه؟,1
‏گاهی,1
اوقات,3
می‌داره,1
هستی,14
ایر,1
اروپایی,3
شايد,2
ترازوي,1
ميان,2
اطرافيان,2
منافع,1
شخصي,1
غافل,1
نيز,1
گرو,1
‏نسخه,1
خارجی,11
بشیر,2
حسینی,9
‎,10
عصرجدید,2
نازنین,3
نور,8
‎پرشياز,1
رأی,2
بپره,3
داورا,1
‎عصرجدید,1
قدم,7
جلویی,1
برداشته,4
‏قم,2
احسان,6
نمک,7
وقتا,1
دهنشو,2
‏اینستاگرام,4
مردای,3
سن,13
بالا،,1
‏اینکه,8
پریشب,1
اینهمه,8
یچیز,1
میخوان,10
تیزر,3
پایتخت,35
۶؛,1
مجلسی,3
نقی,3
‏پدربزرگم,2
اوردیمش,1
‏احسان,1
آریا,2
عظیمی,4
نژاد,6
جذابترین,1
جو,2
گندمی,1
ریختن,5
جورج,1
کلونی,1
نیویورکو,1
شنیدم,7
خدایی‌,1
روا‌,1
نیست‌,2
اینهمه‌,1
الکل‌,1
بدون‌,1
چیپسو‌,1
ماست‌,1
میشه‌,3
قهرش‌,1
میگیره‌,1
عمیق,2
بیدارم,3
سیگارم,3
نزدم,2
اونو,12
زر,2
میزنی,8
درسته,10
نمیتونین,2
برین,5
بگیرین،,2
زبانتونو,2
قوی,8
نرم,4
افزار,3
بگیرین,3
کتاب,20
بخونین,2
کارهاییه,2
فرصتشو,2
نداشتیم,5
میکشد,3
میکند,5
ایتالیا,46
گسترده,2
ونیز،,1
میلان,2
مناطق,5
هیشکی,7
نگفت,5
فرمول,5
شستن,9
ثانیه‌س،,1
پایه,5
هواپیما,2
راهو,2
عزیزم,7
جوراب,5
شلواری,1
میگیری,10
مث,20
مزرعه‌س,1
هرچی,29
بکاری,1
کارتهای,1
بانکیم,1
مست,6
عاقا,1
بکش،,1
اصلا,41
قدردانی,2
آقایون,4
سوییچ,1
خودشونه,3
جیب,2
میرنو,1
مهمون,15
قرارنیست,1
بروند,2
هزارتا,3
خوشحالی,5
۱۶,6
۵۸۸۳,1
بیشترین,5
اروپا,16
۲۳۳,1
باخته‌اند,2
دستورالعمل,1
بحرانی،,1
نیازی,2
آزمایشگاهی,6
سرمی,1
صورتی,8
گذشته،,27
واحدی,4
بوده‌اید،,1
دهید,2
کودکان,3
میزان,9
صورت،,1
نگرانی،,1
وضعیتمون,1
میدونستیم,1
لباساتونو,1
میارین,1
طاعون,4
میگرفتیم,1
کیش,7
شهرسازی،,1
جزیره،,1
منع,6
تور,5
جدیه,4
ابوریحان,2
بیرونی,4
داخله,1
تاسفی,1
خیابونن,3
خودشم,5
بهشت,21
زهرا,11
تهرانی,4
عوامل,3
احترام,10
می‌سپارد,1
می‌روند,1
قطعه,1
موضوعی,1
بی‌اساس,1
صحت,6
نکات,8
سنت,6
آخرسال,2
دیگری,9
روابط,9
مسیح,3
دانشوری,3
هزینه‌ای,2
مراحل,4
هزینه,13
بیمارانی,2
تقبل,1
می‎کند,1
پیام‌رسان,2
سروش,3
مزایده,1
گذاشته،,1
مناقصه,1
بذاره,13
😂😂,24
۱۹,12
۶۵۶۶,1
نفر/,1
۲۱۳۴,1
یافته,37
ترخیص,36
YJC,3
بکشن،,1
کارا,5
عزیزتون،,1
گریه,17
مهمانی‌ها,1
حوله,1
شخصی,8
مقام,4
مسئول,3
+,17
مسئول‌تر,1
نوموخوام,1
چشمم,7
نرم،,1
دندم,1
کور؛,1
گفتی,7
نرمم,1
کور،,1
دنده؟,1
قبلیه,1
بگوزی,1
بهتر,25
باباهاتون,2
میدونن,2
پسراتون,1
تبریک,35
میگین؟,2
نشدن,1
ضرورت,1
موندن,9
رید,3
تقلبی,6
اهواز,11
آزاده,2
برپایی,1
محوطه,1
‏تروخدا,1
نگین،,1
قائل,3
‏سرعت,1
پايينه,1
ويدئو,1
ثانيه‌شو,1
باقیشو,1
معلومات,1
حدس,2
می‌زنم,4
‏پیام‌رسان,1
انحصار,1
وام,19
میلیاردی,1
فیلترینگ,1
تلگرام،,1
همه‌وهمه,1
بی‌تاثیر,3
چگونه,6
خودروی,2
ضدعفونی‌,1
‏لیختن,1
اشتاین,1
امانه،,1
حذر,1
فساد,2
عذاب,4
الهی,5
بفرسته,3
‏فامیلای,1
کویتی‌مون,1
محض,4
پروازشون,1
کویت،,1
بردنشون,1
یکیشون,6
خوشحال,17
می‌گفت,5
تستمون,1
منفی,8
اطمینان,6
نیگرمون,1
امکانات,5
خفن,5
دلمون,6
نمی‌خواد,5
کرمان,12
فوتی,12
🔸آمار,1
کلانشهر,3
رغم,2
مشابه,3
🔹امیدوارم,1
مواردی,1
موجب,7
میرها,1
کلان,2
به‌,4
الگو,1
‏یکی,13
آورده,7
امیدای,1
مصدوم,4
پسرای,5
ایرانه,2
چندصدم,1
‏استوری,2
کمه،,3
فن,1
گی,1
دِله,1
صنعتی,12
رنگش,2
خواھد,1
سودجو,1
بعنوان,8
بھای,1
بیشتری,8
بە,1
میرسد,2
رسیدن,7
اولين,3
ادميو,1
ببينم,3
ميكنم.هر,1
سگي,1
فکرشو,8
میکردید,1
اسکناس,4
بترسیم,1
فراری,7
باشیم؟,3
‏توروخدا,1
لباس‌هایی,1
ازطرف,1
ارسال,12
میای,11
زمستونی,4
داشتیم,25
میخوابیدیم,2
میشدیم,5
میدیدیم,4
‏اعتماد,1
۹۰,14
بقیش,1
نادیده,3
😁😁😁,1
فروارد,1
خوابى،,1
ميگم,5
پاشم,3
چكار,1
كنم؟؟؟,1
نميدونم,2
درحاليه,1
خوابه,3
خدايا,3
همو,5
نكشتيم,1
كن,7
🔴‏طلاق,1
‏مرسی,1
تقویم,6
ریدید,1
مردمون,1
‏رییس,1
ارتش,3
معجزات,1
پانزدهم,3
حقوقت,1
فکرش,3
عیدی,20
زن‌ها,1
کنه😜,1
⛔️,2
ایلامی‌های,2
ساکن,4
کارگروه,1
پاسخ,4
نگرانی,6
شریف,1
سپاه،,1
۱۸,6
۹۸،,1
غیربومی,6
هدیه,6
بخره،,1
مجبوریم,4
جورابای,1
کنیم😕😁,1
شایعه،,1
درجایگاه‌های,1
پارس‌آباد,1
مغان,2
اتوبوس,10
ميبرد,1
‏هیچ‌وقت,1
نگین,3
پاسخِ,1
قبلن,1
زشت,9
مواجه,3
میشین,3
پدرتون,2
درمیاد,4
سعودیا,1
نزارن,1
نگهش,1
شیطون,1
رمی,1
جمرات,1
موقعی,5
امین,3
زندگانی,2
می‌ری,2
ساحل,2
چادر,8
می‌مونی،,1
می‌کنی,8
معدنی,3
می‌خری,2
نگو,4
نباشیم,3
اقتصادش,1
.😔,1
می‌نویسی,1
بهترینشون,1
ها؟,3
عقیلی,2
شادمهر‌,1
عقی‌پارچه‌ای,1
[,9
nام,2
],9
شمالیا,2
کتکشون,2
ماشینشونو,1
محاله,1
نامگذاری,3
دوستی,4
۱۹۴,1
شدند،,1
زیادست,1
۲درصد,1
۳۷نفر,1
ها،کشته,1
شوند،,2
حواسمون,4
فردیمون,1
رانندگیامونم,1
میبود,1
شاملو,3
آشنايى,1
آيدا,3
ميخواست,1
خودكشى,1
آيدا،,1
فسخِ,1
عزيمت,1
هممون,9
زندگيمون,1
زانو,3
مجری,12
دوربین,18
تقاضا,3
آخرين,1
روزي,2
نميدونستم,1
كوفتيه,1
مجری‌گری,1
استندآپ,1
کمدی,3
اجرا,12
تبدیلش,1
ضعیفی,2
ادای,5
حسن,8
ریوندی,2
خیالم,1
راحته,5
سمتم,1
ببین,16
باهات,7
کِرمیه,1
هرکی,16
میخوایید,1
بدید؟؟,1
هرجا,6
بتمرگه,1
پشماتون,3
فروردینه,1
مقامات,2
133,2
باختگان,9
366,1
لطفی,1
اعضای,11
خونواده,4
میتونن,9
حق,24
مزاحم,2
خوابیدن,6
خصوصا,1
‏منظور,1
کروناکِش,1
کش‌دار,1
‏متاسفانه,3
مقاومت,7
دوام,2
نفهممون,1
عیددیدنی,5
مامانمم,1
زشته,2
بدشون,1
آغوش,1
خانواده‌مون,1
بروی,1
نابجا,1
موسوم,1
کاظم,3
مبنای,1
علمی,10
اخیرا,2
موادی,1
نامهای,1
روغن,6
فاقدتخصص,1
طبابت،,1
تجویز,2
بنیان,3
ازینایی,1
پاشده,1
ببینم،,1
مغز,6
پِهِنه,1
شکلیه,3
تجربیات,1
جانباختگان,2
۳۸۳۱,1
۶۲۳۰۲,1
اوج,11
می‌پرید,1
پُر,3
می‌کرد،,3
نکشیییی,1
‏توهم,1
پنداری,1
اندازه,17
پنجشنبه,8
بقاع,2
متبرکه,2
‏فک,3
وفامیل,1
عزیزحالا,1
لعنتی,10
دیرینه,2
دیدو,1
بازدید,9
نزاریم,1
ازمون,8
واریز,4
کوچه,11
۵۵۰۰,1
فروشگاه,9
ته,15
۱۰۵۰۰,1
نمیکردم,7
نظریه,2
نسبیت,1
اینشتین,1
متر,9
اقدامات,5
‏دارم,3
موندگار,1
مهارش,1
ویژگی,5
گونه,6
هوموساپینس,1
پکتورالیس,1
ماژور,1
دیروزمونو,1
لابد,1
بیماریه,1
افریقا,1
چشمشون,1
خون,12
حمیدرضا,1
باقری،,1
متخصص,3
حلق,6
بینی،,2
بینی,5
سینوس,1
فکنم,1
نسلای,2
دستاشونو,4
بشورن,4
ندونن,1
۲۸,4
×پریای,1
شاملو×,1
حذفی,1
🔹برگشت,3
هشتم,3
چهارم,9
آبان,1
پروسه,4
مهاجرت,1
اتفاقات,4
بامزه‌ای,1
می‌رسید,1
انگلیسیتون,1
افت,2
محققان,7
داوطلبان,4
۳۵۰۰,1
پوند,1
می‌دهند,5
مسوولیت,1
داوطلب,4
مجتمع,3
مستاجران,2
بخشید,1
🔹با,5
مالکان,1
محسن,8
مهراد,5
هامون‌نورد،,1
بهای,3
واحدهای,5
مجموعه,3
بخشیده,1
وجهی,1
آنان,2
دوشه،,1
غشو,1
اسبه,1
۷۱۶۱,1
جهانپور،,1
🔹قم,2
۷۱۲,1
🔸گیلان,3
۵۲۴,1
🔹اصفهان,2
۶۰۱,1
🔸البرز,3
۳۰۷,1
🔹مازندران,3
۶۳۳,1
🔸مرکزی,3
۳۸۹,1
🔹قزوین,2
۲۴۷,1
🔸سمنان,3
۲۲۰,2
🔹گلستان,2
۱۷۵,3
🔸خراسان,7
۱۸۳,1
🔹فارس,2
۱۳۳,1
🔸لرستان,3
۱۵۱,1
🔹آذربایجان,2
شرقی,12
۱۲۹,1
🔸خوزستان,3
۷۳,2
🔹یزد,2
🔸زنجان,3
۶۸,1
🔹کردستان,2
🔸اردبیل,3
۷۲,3
🔹کرمانشاه,2
۴۴,1
🔸کرمان,3
۳۶,7
🔹همدان,2
🔸سیستان,3
بلوچستان,16
۳۴,2
🔹هرمزگان,2
۵۲,1
۳۷,4
🔹خراسان,2
🔸چهارمحال,3
بختیاری,13
۲۶,5
🔹ایلام,2
۳۱,5
🔸آذربایجان,4
۶۹,1
🔹کهگیلویه,2
🔸بوشهر,3
۱۱,9
تشخیص,36
غیرصنعتی,1
سهمیه,10
قوت,2
مهربانیست,1
واگیردارد,1
اینجاتفرش,1
است،شهرادب,1
وفرهنگ,1
شهردکترحسابی,1
جوانان,1
شهربااهداگل,1
ازمسافران,1
تاسفرنکنن,1
نمکی،,1
کمیته,5
نفره,1
شهرها,4
گیرد,1
سخت,19
میگذره,7
کشیدن،,1
ندارن‌,1
حرف,58
دوستمون,1
رسیدیم,6
خلوت‌ترین,1
‏وقتشه,2
شلنگ,1
آشناشون,1
دستمالشون,1
خلوته,2
امکانش,1
تاریک,4
خفتت,1
قمه‌ش,1
گردنت,1
گوشیتو,4
بده،,10
جیبش،,1
تهشم,2
قمه,1
درماني,1
مکلف,1
پذيرش,1
بيماران,1
بیانیه,2
2022,1
بازده,1
23,3
31,9
مارچ,1
1,11
ژوئن,2
‏ساسی,1
شات,5
اقا,7
مال,18
بخواب،,2
😅,6
اختصاص,9
وقتشه,11
توریست,1
آلمانیه,2
سولشو,1
دریدن,1
تهرانیا,2
خداوکیلی,1
اونجور,1
جاها,5
شانزده,1
زیرزمین,1
چهارده,4
مهندس,2
طراح,1
بیارن،,1
آیلان,1
ریاضی,6
معلم,16
سوژه,1
شد😂,3
لوشان,1
اولویت,1
سفرکردن,1
بپرهیزند,1
اضطرار,1
نیایند,1
چسپیده,1
زنونه,1
مشتریا,1
شدن😁,1
جزو,3
سخترین,2
شغلهای,1
زنشون,1
میپرسه,6
رقصیدی,1
؟😂,2
وداع,1
تلخ,4
پرستاری,2
پورسینا,1
پیکر,2
وحید,3
منصف,1
کسمایی,1
طب,2
اورژانس,11
‏اسم,3
اکانتش,1
shahin,1
اواتارشم,1
فیک,2
دایرکت,4
باهم,12
بحث,11
شاهین,2
کسیو,2
نمیشناسی,1
جور,6
کنی؟؟,1
کیه؟؟؟من,1
دخترم,12
اسمم,1
شهینه,1
هفته‌ی,2
اومده،,1
دوره‌ی,1
روزه‌ی,1
زندگیمه,2
ازم,17
فندک,11
نپیچونده,1
اندر,2
احوالات,2
عالیس,1
‏تعداد,1
شدگان,4
مسمویت‌های,1
سبقت,2
میگیره،,5
‏بابام,20
حوصلش,2
فرضی،,1
کو؟,3
فرضی,3
قبول,6
نکردم,10
سعید,5
معروف,7
کشورها,3
هلال,4
احمر,3
استانهای,1
یادشده,1
ماموریت,2
ظایف,1
محوله,1
نمیترسم,2
نتونم,2
یبار,9
بغلت,2
‏قرنطینه,9
منتقد,2
سینما,4
رقاص,1
پاسخگویی,1
سامانه,8
۱۶۵,1
رای,1
زلاتکو,1
٢٠۵هزار,1
یورو,6
بپردازد,1
بندازیم,2
کارت‌به‌کارت,1
‏با,29
نت,12
سوالامون,1
اورست,1
دانا,1
دیدار,8
سریع‌تر,4
می‌رسیم,1
نونوایی،,2
کویتی,1
گذاشتن،,1
سربند,1
پیشونیم,2
صلوات,5
بدرقه‌ی,1
آسپتیک,1
قرآن,6
نونوایی,7
برگشتم,5
هوادارانش,1
سالن‌های,2
شهری,9
آماده,15
۲۲,7
‏میترسم,1
ختم,4
خیر,11
میریزیم,2
شادی,5
هستیم،,2
شیشه‌ی,1
پیکان,1
چشمک,2
قاطع,1
میگفتیم,3
پدرومادر,1
مستاجرمون,1
قاطی,8
درومد,1
مرتیکه,1
حرومزاده,1
زدی,4
مستاجر,3
۳۶۵,3
خوردم,9
خوابیدم,5
جبران,3
میگی,15
کارِ,2
پروانه‌ای,1
موضوع,13
اشاره,8
کوچک,8
جزئی,2
سرنوشت,1
دیگران,13
اثبات,1
ارتعاش,1
حاصل,4
بال,3
پروانه‌ی,1
طوفان,3
سهمگین,1
تصمیماتی,1
می‌گیریم,2
نمی‌کنیم,3
میدهند,1
توانند,1
دانشکده,3
نیشابور,1
۱۲۰,1
بیمارکرونایی,1
شیعیان,1
عراقی،,1
مجالس,1
مصیبت,3
توسل,1
کوچه‌ها,2
روضه‌های,1
کوچه‌ای,1
سابقه,6
تاریخی,3
بیماری‌,1
وبا,3
نجف,2
روحانیون,2
برپا,1
می‌شد,4
شعور,4
شخصیت,4
توهین,7
میکنن،,8
محترمانه,1
سفرشون,1
مین,1
استقرار,1
موشکی,1
پاتریوت,1
ارتفاعات,1
مشرف,1
v.behdashtکم,1
خطیر,1
مجبورم,2
وبهشون,1
برسونم,3
دو‌,1
فکر‌,4
کج،,1
یارش,1
رینگ,1
‏ای,4
ویروسی,10
چربیا,1
میکرد،,1
میگرفتی,2
لاغر,6
میشدی,1
دلگیرم,1
سیرم,1
تالارای,2
اطراف,2
یواشکی,7
می‌گیرن=,1
بگیرن,12
بمیرن,4
میانگین,7
ضریب,2
هوشی,2
دهها,1
پله,9
صعود,4
‏آرامش,1
گیتی,1
تفسیر,1
دشمنان,1
‏همون,2
یار,3
کشی,5
مجردی‌ای,1
ویلایی,1
کوفتی,3
شسته,2
سرایت,4
بلوغم,1
سیبیل,3
دراوردم,2
‏مشکل,2
اصلی‌ای,1
نبینن,1
نمیکنن,9
خطرناکه,4
بی‌فکری,1
ترسناک‌تره,1
‏که,1
افتادید,1
میپرسید,1
سگیمون,1
‏اینایی,6
پافشاری,1
آزادشون,1
خاطرات,2
عمراً,1
۲۲:۳۴,1
سنی,8
کم‌سن‌ترین,3
آنها،,1
ایرج,5
ملکی,3
اموزشی,2
مهمانان,1
دهات,1
نگاش,2
انگاری,1
‏شب,1
اتاق,23
کس,3
بهتره,14
کدورتی,1
بینمون,2
‏بابا,1
طاهر,2
عریان,1
تنش,2
اونوخ,1
بیشعورن,1
دریا,6
لخت,3
بیکینی,1
استوریش,1
جوزپه,1
کونته،,1
